Hong Kong,84.46
Japan,84.00
Italy,83.69
Singapore,83.61
Switzerland,83.49
Spain,83.13
Iceland,83.06
Israel,82.93
Australia,82.91
France,82.74
Sweden,82.68
South Korea,82.63
Canada,82.56
Chile,82.52
Martinique,82.41
New Zealand,82.36
Luxembourg,82.26
Norway,82.03
Netherlands,82.00
Austria,81.97
Guadeloupe,81.79
Portugal,81.64
Greece,81.47
Germany,81.45
Ireland,81.43
Finland,81.39
Belgium,81.35
Macau,81.24
United Kingdom,81.17
United States Virgin Islands,81.10
Malta,81.07
Slovenia,80.92
Denmark,80.7 y
Cyprus,80.67
Reunion,80.66
Mayotte,80.51
French Guiana,80.18
Taiwan,80.16
Puerto Rico,80.11
Lebanon,80.10
Costa Rica,79.99
Cuba,79.93
Guam,79.90
United States,79.50
Brunei,79.42
Czech Republic,79.06
Qatar,78.62
Curaçao,78.56
Albania,78.34
Panama,78.10
Poland,77.94
Croatia,77.85
Uruguay,77.66
United Arab Emirates,77.46
Maldives,77.44
Oman,77.40
Mexico,77.38
Estonia,77.24
New Caledonia,77.18
French Polynesia,77.11
Bahrain,76.99
Bosnia and Herzegovina,76.94
Argentina,76.82
Slovakia,76.65
Montenegro,76.61
Ecuador,76.59
Antigua and Barbuda,76.58
China,76.39
Vietnam,76.23
Barbados,76.09
Jamaica,76.07
Turkey,76.06
Aruba,75.96
Bahamas,75.88
Iran,75.86
Macedonia,75.84
Nicaragua,75.77
Hungary,75.55
Saint Lucia,75.50
Algeria,75.49
Sri Lanka,75.41
Peru,75.35
Tunisia,75.35
Serbia,75.32
Georgia,75.31
Brazil,75.29
Armenia,75.26
Malaysia,75.23
Romania,75.08
Thailand,74.99
Mauritius,74.91
Morocco,74.78
Kuwait,74.77
Venezuela,74.77
Saudi Arabia,74.72
Colombia,74.62
Latvia,74.52
Bulgaria,74.51
Jordan,74.48
Samoa,74.18
Cape Verde,74.03
Dominican Republic,74.00
Grenada,73.84
El Salvador,73.75
Honduras,73.74
Lithuania,73.73
Seychelles,73.65
Palestine,73.40
Tonga,73.31
Saint Vincent and the Grenadines,73.25
Paraguay,73.17
Bangladesh,72.71
Vanuatu,72.57
Guatemala,72.52
Libya,72.1 y
Moldova,71.85
Egypt,71.71
Belarus,71.66
Suriname,71.53
Ukraine,71.25
Azerbaijan,71.10
North Korea,70.99
Kyrgyzstan,70.97
Trinidad and Tobago,70.72
Nepal,70.70
Bhutan,70.55
Fiji,70.49
Mongolia,70.44
Russia,70.44
Belize,70.36
Syria,70.22
Iraq,69.95
Tajikistan,69.85
Kazakhstan,69.78
Cambodia,69.71
Micronesia,69.55
Bolivia,69.45
Indonesia,69.41
Western Sahara,69.15
Timor-Leste,69.11
India,68.95
Uzbekistan,68.75
Philippines,68.63
Solomon Islands,68.55
Senegal,67.67
Laos,67.43
Sao Tome and Principe,66.85
Guyana,66.71
Pakistan,66.7 y
Kiribati,66.64
Myanmar,66.45
Tanzania,66.36
Madagascar,66.27
Turkmenistan,66.01
Gabon,65.83
Rwanda,65.79
Ethiopia,65.57
Malawi,65.51
Namibia,65.36
Eritrea,64.96
Botswana,64.72
Yemen,64.44
Sudan,64.16
Comoros,64.10
Republic of the Congo,63.82
Haiti,63.73
Mauritania,63.55
Papua New Guinea,63.14
Kenya,63.06
Djibouti,62.71
Niger,62.71
Zambia,62.04
Ghana,61.91
Liberia,61.88
Zimbabwe,61.74
Afghanistan,61.37
Togo,60.98
Gambia,60.97
Uganda,60.54
Benin,60.20
Guinea,60.02
DR Congo,59.74
Burkina Faso,59.69
Mali,59.46
Equatorial Guinea,58.48
Burundi,57.87
South Africa,57.85
South Sudan,56.93
Cameroon,56.81
Somalia,56.37
Mozambique,56.10
Guinea-Bissau,56.07
Nigeria,53.62
Angola,53.48
Central African Republic,52.87
Ivory Coast,52.64
Chad,52.44
Sierra Leone,52.02
Lesotho,50.45
Swaziland,48.84
